HouseholdId,PersonNumber,TripNumber,StartTime,Mode,PuposeOrigin,ZoneOrigin,PurposeDestination,ZoneDestination
16223,1,1,905,D,H,422,W,441
16223,1,2,1700,D,W,441,H,422
16223,2,1,640,D,H,422,S,437
16223,2,2,1400,D,S,437,H,422
16224,2,1,1700,W,H,422,E,422
16224,2,2,1810,W,E,422,H,422
16225,1,1,1300,P,H,118,W,216
16226,1,1,900,C,H,216,W,216
16226,1,2,1700,C,W,216,H,216
16226,4,1,545,B,H,216,W,575
16226,4,2,300,B,W,575,H,216
16227,2,1,800,D,H,6,W,610
16227,2,2,1500,D,W,610,H,6
16228,1,1,1600,D,H,422,M,427
16228,1,2,1700,D,M,427,H,422
16229,2,1,500,B,H,118,O,414
16229,2,2,800,B,O,414,H,118
16229,2,3,1400,B,H,118,O,414
16229,2,4,1540,B,O,414,H,118
16229,3,1,900,B,H,118,W,558
16229,3,2,1130,B,W,558,H,118
16230,1,1,630,B,H,216,W,482
16230,1,2,1800,B,W,482,H,216
16232,1,1,1330,D,H,422,M,427
16232,1,2,1430,D,M,427,H,422
16232,2,1,1330,P,H,422,M,427
16232,2,2,1430,P,M,427,H,422
16233,1,1,1030,D,H,422,M,427
16233,1,2,1100,D,M,427,H,422
16233,2,1,900,D,H,422,W,432
16233,2,2,1730,D,W,432,H,422
16233,3,1,640,B,H,422,S,435
16233,3,2,1400,B,S,435,H,422
16234,2,1,600,B,H,673,W,635
16234,2,2,1700,B,W,635,H,673
16234,3,1,800,B,H,673,W,555
16234,3,2,1900,B,W,555,H,673
16236,3,1,900,D,H,6,W,587
16236,3,2,1700,D,W,587,H,6
16238,2,1,700,D,H,6,W,12
16238,2,2,1700,D,W,12,H,6
16239,1,1,400,O,H,120,F,765
16239,1,2,650,O,F,765,H,120
16239,4,1,750,W,H,120,S,120
16239,4,2,1230,W,S,120,H,120
16240,1,1,800,W,H,122,W,118
16240,1,2,1430,W,W,118,H,122
16240,3,1,750,W,H,122,S,120
16240,3,2,1230,W,S,120,H,122
16241,1,1,1800,W,H,422,E,422
16241,1,2,1900,W,E,367,H,422
16241,2,1,1800,W,H,422,E,367
16241,2,2,1900,W,E,367,H,422
16242,1,1,800,D,H,120,W,84
16242,1,2,1900,W,W,84,H,120
16242,2,1,900,P,H,120,M,118
16242,2,2,1020,W,M,118,H,120
16242,3,1,640,W,H,120,S,120
16242,3,2,1245,W,S,120,H,120
16242,4,1,1240,W,H,120,S,120
16242,4,2,1730,W,S,120,H,120
16243,1,1,700,D,H,122,W,443
16243,1,2,1800,D,W,443,H,122
16243,2,1,700,B,H,122,W,613
16243,2,2,1700,B,W,613,H,122
16244,1,1,700,B,H,122,W,415
16244,1,2,1800,B,W,415,H,122
16244,3,1,750,B,H,122,W,398
16244,3,2,1830,B,W,398,H,122
16244,4,1,700,B,H,122,S,487
16244,4,2,1200,B,S,487,H,122
16244,5,1,730,W,H,122,S,213
16244,5,2,1200,W,S,213,H,122
16245,1,1,900,O,H,122,W,96
16245,1,2,1710,O,W,96,H,122
16246,1,1,740,C,H,122,W,466
16246,1,2,1810,C,W,466,H,122
16246,2,1,600,B,H,122,W,404
16246,2,2,1430,B,W,404,H,122
16246,3,1,545,B,H,122,W,600
16246,3,2,1800,B,W,600,H,122
16247,1,1,830,D,H,122,W,556
16247,1,2,1730,D,W,556,H,122
16247,3,1,830,B,H,122,S,443
16247,3,2,1230,B,S,443,H,122
16247,4,1,830,W,H,122,S,213
16247,4,2,1230,W,S,213,H,122
16248,1,1,650,D,H,122,W,404
16248,1,2,1600,D,W,404,H,122
16248,3,1,700,P,H,122,S,213
16248,3,2,1500,P,S,213,H,122
16248,4,1,700,P,H,122,S,213
16248,4,2,1520,P,S,213,H,122
16249,1,1,630,D,H,122,W,408
16249,1,2,1645,D,W,408,H,122
16249,3,1,700,S,H,122,S,213
16249,3,2,1200,S,S,213,H,122
16250,1,1,800,D,H,122,W,499
16250,1,2,1800,D,W,499,H,122
16250,2,1,800,B,H,122,W,499
16250,2,2,1900,B,W,499,H,122
16251,1,1,500,D,H,122,W,535
16251,1,2,1900,D,W,535,H,122
16252,1,1,540,P,H,706,O,635
16252,1,2,830,P,O,635,H,706
16252,2,1,540,D,H,706,O,635
16252,2,2,830,D,O,635,H,706
16252,3,1,900,P,H,706,W,555
16252,3,2,1730,P,W,555,H,706
16253,1,1,1200,D,H,422,M,427
16253,1,2,1300,D,M,427,H,422
16253,2,1,800,D,H,422,W,462
16253,2,2,1600,D,W,462,H,422
16254,2,1,1100,D,H,14,O,12
16254,2,2,1125,D,O,12,H,14
16255,1,1,900,D,H,422,W,441
16255,1,2,1800,D,W,441,H,422
16256,1,1,500,B,H,403,W,573
16256,1,2,1800,B,W,573,H,403
16257,1,1,800,M,H,403,W,393
16257,1,2,1800,M,W,393,H,403
16258,1,1,550,D,H,14,W,576
16258,1,2,1530,D,W,576,H,14
16259,1,1,800,D,H,14,M,14
16259,1,2,900,D,M,14,H,14
16259,2,1,600,D,H,14,W,231
16259,2,2,1600,D,W,231,H,14
16260,1,1,800,D,H,403,W,404
16260,1,2,1800,D,W,404,H,403
16261,2,1,600,D,H,14,W,555
16261,2,2,1600,D,W,555,H,14
16262,2,1,640,B,H,14,S,569
16262,2,2,1300,B,S,569,H,14
16262,3,1,600,B,H,14,W,552
16262,3,2,1800,B,W,552,H,14
16263,1,1,600,D,H,14,W,578
16263,1,2,1630,D,W,578,H,14
16264,1,1,515,O,H,122,W,388
16264,1,2,1530,B,W,388,H,122
16264,3,1,650,W,H,122,S,122
16264,3,2,1230,W,S,122,H,122
16264,4,1,715,S,H,122,S,224
16264,4,2,1230,S,S,224,H,122
16265,1,1,600,D,H,15,W,360
16265,1,2,1800,D,W,360,H,15
16266,1,1,530,B,H,122,W,387
16266,1,2,530,T,W,387,H,122
16266,2,1,1100,B,H,122,M,499
16266,2,2,1200,B,M,499,H,122
16268,2,1,600,D,H,15,W,12
16268,2,2,1600,D,W,12,H,15
16269,1,1,530,B,H,122,W,356
16269,1,2,1500,B,W,356,H,122
16269,3,1,1305,B,H,122,S,411
16269,3,2,2020,B,S,411,H,122
16269,4,1,720,W,H,122,S,122
16269,4,2,1230,W,S,122,H,122
16270,2,1,700,D,H,14,W,580
16270,2,2,1600,D,W,580,H,14
16271,1,1,1330,B,H,98,W,553
16271,1,2,2200,B,W,553,H,98
16271,3,1,615,S,H,98,S,124
16271,3,2,1230,S,S,124,H,98
16271,4,1,1250,W,H,98,S,98
16271,4,2,1730,W,S,98,H,98
16272,3,1,1245,W,H,98,S,98
16272,3,2,1730,W,S,98,H,98
16272,4,1,1245,W,H,98,S,98
16272,4,2,1730,W,S,98,H,98
16273,2,1,530,B,H,98,W,397
16273,2,2,1800,B,W,397,H,98
16273,4,1,800,B,H,98,S,98
16273,4,2,1330,B,S,98,H,98
16273,5,1,630,B,H,98,S,124
16273,5,2,1230,B,S,124,H,98
16273,6,1,750,W,H,98,S,98
16273,6,2,1230,W,S,98,H,98
16275,1,1,1230,D,H,14,M,461
16275,1,2,1530,D,M,461,H,14
16275,2,1,900,D,H,14,W,558
16275,2,2,1700,D,W,558,H,14
16275,3,1,740,P,H,14,W,577
16275,3,2,1700,P,W,577,H,14
16276,1,1,928,D,H,15,W,558
16276,1,2,1427,D,W,558,H,15
16276,2,1,817,D,H,15,W,631
16276,2,2,1900,D,W,631,H,15
16277,1,1,1800,B,H,98,E,195
16277,1,2,2100,B,E,195,H,98
16278,3,1,718,D,H,14,W,432
16278,3,2,1700,D,W,432,H,14
16278,4,1,913,D,H,14,W,558
16278,4,2,1600,D,W,558,H,14
16279,2,1,730,D,H,98,W,436
16279,2,2,1730,D,W,436,H,98
16279,4,1,700,S,H,98,S,96
16279,4,2,1230,S,S,96,H,98
16280,1,1,818,P,H,14,W,444
16280,1,2,1900,P,W,444,H,14
16280,2,1,710,D,H,14,W,554
16280,2,2,1940,D,W,554,H,14
16281,1,1,1328,P,H,14,M,12
16281,1,2,1502,P,M,12,H,14
16281,2,1,1325,D,H,14,M,12
16281,2,2,1500,D,M,12,H,14
16282,1,1,1020,D,H,15,W,573
16282,1,2,2000,D,W,573,H,15
16283,1,1,720,D,H,15,W,425
16283,1,2,1800,D,W,425,H,15
16283,2,1,1210,D,H,15,M,11
16283,2,2,1300,D,M,11,H,15
16284,1,1,615,D,H,14,W,14
16284,1,2,2000,D,W,14,H,14
16284,3,1,1350,U,H,14,M,610
16284,3,2,1620,U,M,610,H,14
16284,4,1,815,D,H,14,W,610
16284,4,2,1720,D,W,610,H,14
16285,1,1,800,B,H,90,W,645
16285,1,2,1700,B,W,645,H,90
16285,2,1,630,T,H,90,W,497
16285,2,2,1500,B,W,497,H,90
16285,6,1,1230,W,H,90,S,90
16285,6,2,1835,W,S,90,H,90
16286,1,1,700,D,H,90,W,281
16286,1,2,1800,D,W,281,H,90
16286,2,1,700,D,H,90,O,577
16286,2,2,840,D,O,577,H,90
16286,3,1,1250,P,H,90,S,90
16286,3,2,1740,W,S,90,H,90
16286,4,1,1250,P,H,90,E,90
16286,4,2,1740,W,E,90,H,90
16287,1,1,1000,P,H,90,O,118
16287,1,2,1330,P,O,118,H,90
16287,2,1,1000,D,H,90,O,118
16287,2,2,1330,D,O,118,H,90
16288,1,1,700,B,H,90,W,268
16288,1,2,1400,B,W,268,H,90
16288,2,1,700,W,H,90,W,90
16288,2,2,1900,W,W,90,H,90
16288,3,1,500,B,H,90,S,555
16288,3,2,1800,B,S,555,H,90
16289,1,1,530,B,H,90,W,498
16289,1,2,1900,B,W,498,H,90
16289,2,1,1400,B,H,90,M,498
16289,2,2,1500,B,M,498,H,90
16289,3,1,600,O,H,90,W,206
16289,3,2,1500,O,W,206,H,90
16290,1,1,600,D,H,90,W,603
16290,1,2,1510,D,W,603,H,90
16290,2,1,730,W,H,90,F,90
16290,2,2,810,W,F,90,H,90
16290,2,3,1200,W,H,90,F,90
16290,2,4,1230,W,F,90,H,90
16290,3,1,600,B,H,90,S,124
16290,3,2,1250,B,S,124,H,90
16290,4,1,730,W,H,90,S,90
16290,4,2,1230,W,S,90,H,90
16291,1,1,910,D,H,15,W,558
16291,1,2,1551,D,W,558,H,15
16292,1,1,630,D,H,90,W,268
16292,1,2,1600,D,W,268,H,90
16292,2,1,700,B,H,90,M,498
16292,2,2,900,B,M,498,H,90
16292,3,1,1230,B,H,90,S,553
16292,3,2,1900,B,S,553,H,90
16292,4,1,715,S,H,90,S,90
16292,4,2,1240,S,S,90,H,90
16293,1,1,1200,B,H,90,W,498
16293,1,2,2000,B,W,498,H,90
16293,2,1,900,D,H,90,M,90
16293,2,2,940,D,M,90,H,90
16294,1,1,1300,B,H,90,W,598
16294,1,2,2300,B,W,598,H,90
16296,1,1,709,D,H,14,W,462
16296,1,2,1922,D,W,462,H,14
16296,3,1,825,D,H,14,W,462
16296,3,2,1800,D,W,462,H,14
16296,4,1,1300,D,H,14,M,12
16296,4,2,1402,D,M,12,H,14
16297,1,1,600,B,H,90,W,279
16297,1,2,1600,B,W,279,H,90
16297,2,1,700,B,H,90,W,498
16297,2,2,1630,B,W,498,H,90
16298,1,1,540,O,H,90,W,467
16298,1,2,1400,O,W,467,H,90
16298,2,1,700,O,H,90,W,281
16298,2,2,1800,O,W,281,H,90
16298,3,1,700,B,H,90,W,299
16298,3,2,1500,B,W,299,H,90
16298,4,1,600,B,H,90,W,710
16298,4,2,1800,B,W,710,H,90
16298,6,1,730,W,H,90,S,90
16298,6,2,1230,W,S,90,H,90
16299,2,1,500,O,H,90,W,498
16299,2,2,1400,O,W,498,H,90
16299,3,1,600,O,H,90,W,281
16299,3,2,1500,O,W,281,H,90
16300,1,1,700,B,H,90,W,555
16300,1,2,1730,B,W,555,H,90
16300,3,1,700,B,H,90,W,555
16300,3,2,1700,B,W,555,H,90
16301,1,1,700,B,H,90,W,555
16301,1,2,1700,B,W,555,H,90
16301,2,1,600,O,H,90,W,467
16301,2,2,1430,O,W,467,H,90
16301,4,1,700,B,H,90,S,124
16301,4,2,1300,B,S,124,H,90
16301,5,1,750,W,H,90,S,90
16301,5,2,1230,W,S,90,H,90
16302,1,1,800,B,H,90,M,94
16302,1,2,930,B,M,94,H,90
16302,2,1,900,B,H,90,M,124
16302,2,2,1200,B,M,124,H,90
16302,5,1,750,W,H,90,S,90
16302,5,2,1230,W,S,90,H,90
16303,1,1,1521,D,H,14,M,12
16303,1,2,1603,D,M,12,H,14
16303,2,1,745,D,H,14,W,558
16303,2,2,1750,D,W,558,H,14
16304,1,1,1340,D,H,425,W,437
16304,1,2,2350,D,W,437,H,425
16304,2,1,1600,D,H,425,W,437
16304,2,2,2355,D,W,437,H,425
16304,3,1,1600,P,H,425,W,437
16304,3,2,2355,P,W,437,H,425
16305,1,1,1200,D,H,425,W,437
16305,1,2,2355,D,W,437,H,425
16305,2,1,1200,P,H,425,W,437
16305,2,2,2355,P,W,437,H,425
16306,1,1,620,S,H,86,W,124
16306,1,2,1950,S,W,124,H,86
16306,2,1,620,S,H,86,W,100
16306,2,2,1940,S,W,100,H,86
16306,3,1,600,D,H,86,S,139
16306,3,2,1200,D,S,139,H,86
16306,4,1,620,S,H,86,S,100
16306,4,2,1230,S,S,100,H,86
16307,2,1,650,D,H,14,W,2
16307,2,2,1756,D,W,2,H,14
16308,2,1,600,O,H,124,W,200
16308,2,2,1600,O,W,200,H,124
16309,1,1,700,B,H,124,W,444
16309,1,2,1730,B,W,444,H,124
16309,3,1,630,D,H,124,W,461
16309,3,2,1600,D,W,461,H,124
16310,1,1,530,B,H,125,W,303
16310,1,2,1600,B,W,303,H,125
16311,1,1,500,O,H,125,W,96
16311,1,2,1630,O,W,96,H,125
16311,1,3,1700,T,H,125,E,180
16311,1,4,2030,T,E,180,H,125
16311,2,1,1000,W,H,125,O,124
16311,2,2,1400,W,O,124,H,125
16311,3,1,650,B,H,125,W,431
16311,3,2,1630,B,W,431,H,125
16311,4,1,550,B,H,125,W,404
16311,4,2,1700,B,W,404,H,125
16311,5,1,945,B,H,125,W,433
16311,5,2,2100,B,W,433,H,125
16312,1,1,600,B,H,125,W,387
16312,1,2,1500,B,W,387,H,125
16312,2,1,830,W,H,125,W,92
16312,2,2,1100,W,W,92,H,125
16312,3,1,1500,B,H,125,S,447
16312,3,2,2200,B,S,447,H,125
16313,2,1,700,B,H,125,W,192
16313,2,2,2000,B,W,192,H,125
16313,3,1,600,O,H,125,W,281
16313,3,2,1630,O,W,281,H,125
16314,1,1,800,D,H,125,W,124
16314,1,2,1630,D,W,124,H,125
16314,2,1,1440,O,H,125,W,100
16314,3,1,1240,W,H,125,S,124
16314,3,2,1820,W,S,124,H,125
16315,1,1,1000,D,H,14,W,555
16315,1,2,2011,D,W,555,H,14
16316,1,1,700,P,H,422,W,422
16316,1,2,1700,P,W,422,H,422
16316,2,1,900,P,H,422,W,422
16316,2,2,1800,P,W,422,H,422
16317,2,1,1600,W,H,422,W,367
16317,2,2,1900,W,W,367,H,422
16318,1,1,700,C,H,126,F,126
16318,1,2,710,C,F,126,H,126
16318,1,3,1025,C,H,126,O,126
16318,1,4,1040,C,O,126,H,126
16318,1,5,1855,W,H,126,O,126
16318,1,6,2100,W,O,126,H,126
16318,2,1,1215,W,H,126,F,126
16318,2,2,1230,W,F,126,H,126
16318,2,3,1855,W,H,126,O,126
16318,2,4,2100,W,O,126,H,126
16318,3,1,700,C,H,126,S,126
16318,3,2,1230,W,S,126,H,126
16318,3,3,1855,W,H,126,O,126
16318,3,4,2100,W,O,126,H,126
16319,2,1,730,B,O,551,H,126
16319,2,2,2100,B,H,126,W,551
16320,1,1,730,B,H,126,W,614
16320,3,1,1300,W,H,126,M,176
16320,3,2,1330,W,M,176,H,126
16320,3,3,1630,W,H,126,M,126
16320,3,4,1700,W,M,126,H,126
16320,4,1,1140,S,H,126,S,126
16320,4,2,1730,S,S,126,H,126
16321,1,1,640,9,O,407,H,126
16321,1,2,1630,9,H,126,W,407
16321,3,1,1200,O,H,126,W,268
16321,3,2,2230,O,W,268,H,126
16321,4,1,1030,B,H,126,W,180
16321,4,2,2000,B,W,180,H,126
16322,1,1,1700,B,H,125,W,281
16322,1,2,2200,B,W,281,H,125
16323,1,1,1100,C,H,125,M,124
16323,1,2,1200,C,M,124,E,126
16323,1,3,1400,C,E,126,H,125
16323,3,1,400,T,O,95,H,125
16323,3,2,2100,T,H,125,W,95
16323,4,1,600,B,H,125,W,574
16323,4,2,1900,B,W,574,H,125
16323,5,1,720,W,H,125,F,126
16323,5,2,745,W,F,126,H,125
16323,5,3,1220,W,H,125,F,126
16323,5,4,1240,W,F,126,H,125
16323,6,1,720,W,H,125,S,126
16323,6,2,1240,W,S,126,H,125
16324,1,1,950,D,H,14,W,578
16324,1,2,1700,D,W,578,H,14
16324,2,1,630,S,H,14,S,5
16324,2,2,1501,S,S,5,H,14
16324,3,1,630,S,H,14,S,5
16324,3,2,1501,S,S,5,H,14
16325,1,1,655,W,H,124,W,124
16325,1,2,1600,W,W,124,H,124
16326,2,1,1400,C,H,86,W,94
16326,2,2,0,C,W,94,H,86
16326,3,1,1230,W,H,86,S,86
16326,3,2,1730,W,S,86,H,86
16327,1,1,1400,D,H,86,W,124
16327,1,2,1830,D,W,124,H,86
16328,1,1,1000,D,H,14,W,436
16328,1,2,1955,D,W,436,H,14
16328,2,1,700,D,H,14,W,633
16328,2,2,1956,D,W,633,H,14
16329,1,1,630,D,H,14,F,10
16329,1,2,655,D,F,10,W,605
16329,1,3,1650,D,W,605,F,610
16329,1,4,1742,D,F,610,H,14
16330,1,1,811,D,H,14,W,462
16330,1,2,1746,D,W,462,H,14
16330,2,1,1107,D,H,14,M,609
16330,2,2,1318,D,M,609,H,14
16331,1,1,600,B,H,124,W,270
16331,1,2,1700,T,W,270,H,124
16331,2,1,900,B,H,124,M,124
16331,2,2,1315,B,M,124,H,124
16332,1,1,500,B,H,124,W,270
16332,1,2,1630,B,W,270,H,124
16332,3,1,2130,W,H,124,W,124
16332,3,2,600,W,W,124,H,124
16332,4,1,1220,W,H,124,S,94
16332,4,2,1730,W,S,94,H,124
16333,1,1,1400,D,H,124,M,177
16333,1,2,1540,D,M,177,W,96
16333,1,3,2215,D,W,96,H,124
16333,2,1,1400,P,H,124,M,177
16333,2,2,1540,P,M,177,W,96
16333,2,3,2200,P,W,96,H,124
16333,3,1,1630,B,H,124,F,96
16333,3,2,2200,P,F,96,H,124
16333,5,1,740,W,H,124,S,94
16333,5,2,1230,W,S,94,H,124
16334,2,1,1220,B,H,124,M,124
16334,2,2,1500,B,M,124,H,124
16335,1,1,800,O,H,124,W,467
16335,1,2,1800,O,W,467,H,124
16335,2,1,1300,B,H,124,M,555
16335,2,2,1620,B,M,555,H,124
16335,3,1,635,S,H,124,S,124
16335,3,2,1230,S,S,124,H,124
16336,1,1,700,B,H,124,W,441
16336,1,2,1800,B,W,441,H,124
16336,3,1,1230,W,H,124,S,124
16336,3,2,1730,W,S,124,H,124
16336,4,1,1230,W,H,124,S,124
16336,4,2,1730,W,S,124,H,124
16337,1,1,1900,B,H,124,W,596
16337,1,2,1700,B,W,596,H,124
16337,2,1,700,B,H,124,W,216
16337,2,2,1715,B,W,216,H,124
16338,1,1,1530,P,H,124,M,408
16338,1,2,1800,P,M,408,H,124
16338,2,1,1530,P,H,124,M,408
16338,2,2,1800,P,M,408,H,124
16339,1,1,700,D,H,87,W,412
16339,1,2,2000,D,W,412,H,87
16339,3,1,700,S,H,87,S,87
16339,3,2,1230,S,S,87,H,87
16340,1,1,600,C,H,87,W,199
16340,1,2,1800,C,W,199,H,87
16340,3,1,1230,S,H,87,S,121
16340,3,2,1800,S,S,121,H,87
16341,1,1,530,O,H,87,W,482
16341,1,2,1630,O,W,482,H,87
16341,2,1,530,O,H,87,W,482
16341,2,2,1630,O,W,482,H,87
16341,3,1,530,O,H,87,W,482
16341,3,2,1630,O,W,482,H,87
16341,4,1,500,O,H,87,W,467
16341,4,2,1430,O,W,467,H,87
16342,1,1,915,D,H,14,S,7
16342,1,2,1803,D,S,7,H,14
16343,1,1,1148,T,H,14,M,609
16343,1,2,1426,T,M,609,H,14
16344,2,1,750,W,H,706,W,706
16344,2,2,1700,W,W,706,H,706
16345,2,1,910,D,H,14,W,642
16345,2,2,1638,D,W,642,H,14
16345,3,1,1030,D,H,14,W,555
16345,3,2,1955,D,W,555,H,14
16345,4,1,1000,D,H,14,S,613
16345,4,2,1625,D,S,613,H,14
16346,2,1,750,D,H,14,W,461
16346,2,2,1600,D,W,461,H,14
16347,1,1,630,D,H,121,F,387
16347,2,1,630,P,H,121,O,387
16348,1,1,711,D,H,14,W,555
16348,1,2,1856,D,W,555,H,14
16348,2,1,813,D,H,14,W,10
16348,2,2,1701,D,W,10,H,14
16349,1,1,500,O,H,121,W,299
16349,1,2,1900,O,W,299,H,121
16349,2,1,1000,B,H,121,M,124
16349,2,2,1100,P,M,124,M,86
16349,2,3,1410,B,M,86,H,121
16349,4,1,530,B,H,121,S,411
16349,4,2,1300,B,S,411,H,121
16350,1,1,1321,U,H,14,S,564
16350,1,2,1903,U,S,564,H,14
16351,2,1,1245,W,H,121,F,121
16351,2,2,1300,W,F,121,H,121
16351,2,3,1345,W,H,121,F,121
16351,2,4,1400,W,F,121,H,121
16351,2,5,1715,W,H,121,F,121
16351,2,6,1730,W,F,121,F,121
16351,2,7,1740,W,F,121,H,121
16351,3,1,1245,W,H,121,S,121
16351,3,2,1740,W,S,121,H,121
16351,4,1,1245,W,H,121,S,121
16351,4,2,1740,W,S,121,H,121
16352,1,1,1328,D,H,14,O,31
16352,1,2,1739,D,O,31,H,14
16353,1,1,750,D,H,14,W,433
16353,1,2,1755,D,W,433,H,14
16353,2,1,1350,D,H,14,M,461
16353,2,2,1630,D,M,461,H,14
16353,3,1,630,S,H,14,S,10
16353,3,2,1400,S,S,10,H,14
16354,1,1,900,W,H,125,M,126
16354,1,2,930,W,M,126,H,125
16354,3,1,715,W,H,125,F,126
16354,3,2,735,W,F,126,H,125
16354,3,3,845,W,H,125,F,126
16354,3,4,910,W,F,126,H,125
16354,3,5,1150,W,H,125,F,126
16354,3,6,1210,W,F,126,F,126
16354,3,7,1240,W,F,126,H,125
16354,4,1,730,W,H,125,S,126
16354,4,2,1240,W,S,126,H,125
16355,1,1,2000,P,H,125,W,636
16355,3,1,900,D,H,125,F,558
16355,3,2,955,D,F,558,H,125
16355,3,3,1050,D,H,125,E,124
16355,3,4,1210,D,E,124,H,125
16355,3,5,2000,D,H,125,F,636
16355,4,1,900,P,H,125,W,553
16355,4,2,1600,B,W,553,H,125
16355,5,1,1100,D,H,125,W,558
16355,5,2,2200,D,W,558,H,125
16356,2,1,730,D,H,14,W,462
16356,2,2,1900,D,W,462,H,14
16356,3,1,621,S,H,14,S,5
16356,3,2,1416,S,S,5,H,14
16357,1,1,1509,D,H,14,O,603
16357,1,2,2010,D,O,603,H,14
16358,1,1,900,W,H,121,M,121
16358,1,2,1100,W,M,121,H,121
16358,2,1,745,W,H,121,F,121
16358,2,2,800,W,F,121,H,121
16358,2,3,1215,W,H,121,F,121
16358,2,4,1230,W,F,121,H,121
16358,3,1,730,B,H,121,W,576
16358,3,2,1900,B,W,576,H,121
16358,4,1,830,W,H,121,W,121
16358,4,2,2000,W,W,121,H,121
16358,5,1,745,W,H,121,S,121
16358,5,2,1230,W,S,121,H,121
16358,6,1,745,W,H,121,S,121
16358,6,2,1230,W,S,121,H,121
16359,1,1,1230,D,H,125,W,178
16359,1,2,1915,D,W,178,H,125
16359,2,1,1300,B,H,125,W,111
16359,2,2,1815,B,W,111,H,125
16359,3,1,1230,P,H,125,S,178
16359,3,2,1950,P,S,178,H,125
16360,1,1,1300,D,H,125,E,88
16360,1,2,1530,D,E,88,H,125
16360,3,1,1800,D,H,125,E,115
16360,3,2,2330,D,E,115,H,125
16360,4,1,720,P,H,125,S,126
16360,4,2,1240,P,S,126,H,125
16361,1,1,1000,D,H,125,W,611
16361,1,2,1630,M,W,611,H,125
16361,2,1,1000,P,H,125,W,611
16361,2,2,1630,P,W,611,H,125
16361,3,1,710,S,H,125,S,126
16361,3,2,1230,S,S,126,H,125
16362,1,1,1230,B,H,125,W,52
16362,3,1,700,B,H,125,W,387
16362,3,2,1830,B,W,387,H,125
16362,4,1,1400,O,H,125,W,535
16362,4,2,100,O,W,535,H,125
16362,5,1,1100,W,H,125,S,124
16362,5,2,2030,W,S,124,H,125
16363,2,1,725,D,H,125,F,100
16363,2,2,745,D,F,100,H,125
16363,2,3,1350,D,H,125,F,100
16363,2,4,1415,D,F,100,H,125
16363,3,1,700,B,H,125,W,12
16363,3,2,1800,W,W,12,E,12
16363,3,3,2030,B,E,12,H,125
16363,4,1,600,P,H,125,W,408
16363,4,2,1600,P,W,408,H,125
16363,5,1,725,P,H,125,S,100
16363,5,2,1415,P,S,100,H,125
16364,1,1,720,D,H,125,W,443
16364,1,2,1900,D,W,443,H,125
16364,2,1,1000,W,H,125,M,126
16364,2,2,1020,W,M,126,M,125
16364,2,3,1030,W,M,125,H,125
16364,3,1,1220,S,H,125,S,124
16364,3,2,1800,S,S,124,H,125
16365,1,1,1216,D,H,14,S,7
16365,1,2,1705,D,S,7,H,14
16365,2,1,700,D,H,14,W,408
16365,2,2,1800,D,W,408,H,14
16366,1,1,600,D,H,121,W,595
16366,1,2,1830,D,W,595,H,121
16366,2,1,1800,P,H,121,E,104
16366,2,2,2000,P,E,104,H,121
16366,3,1,1230,B,H,121,S,614
16366,3,2,1850,B,S,614,H,121
16366,4,1,750,W,H,121,S,121
16366,4,2,1230,W,S,121,H,121
16367,1,1,1133,D,H,14,M,609
16367,1,2,1409,D,M,609,H,14
16367,2,1,810,P,H,14,W,558
16367,2,2,1913,P,W,558,H,14
16368,1,1,640,B,H,125,W,589
16368,1,2,1900,B,W,589,H,125
16368,3,1,500,B,H,125,W,404
16368,3,2,1800,B,W,404,H,125
16368,4,1,600,B,H,125,W,404
16368,4,2,1510,B,W,404,H,125
16369,1,1,950,D,H,125,W,192
16369,1,2,1400,D,W,192,H,125
16369,3,1,700,B,H,125,W,577
16369,3,2,1900,B,W,577,H,125
16369,4,1,1700,B,H,125,S,447
16369,4,2,2100,B,S,447,H,125
16369,5,1,710,W,H,125,S,126
16369,5,2,1245,W,S,126,H,125
16370,1,1,1400,B,H,125,M,124
16370,1,2,1620,W,M,124,H,125
16371,1,1,1730,D,H,125,W,387
16371,2,1,1700,P,H,125,F,387
16371,2,2,1730,D,F,387,M,408
16371,2,3,1830,D,M,408,H,125
16371,4,1,1230,B,H,125,S,410
16371,4,2,1900,B,S,410,H,125
16372,1,1,630,D,H,125,W,94
16372,1,2,1240,D,W,94,H,125
16372,1,3,1500,D,H,125,M,457
16372,1,4,1900,D,M,457,H,125
16372,2,1,645,D,H,125,F,176
16372,2,2,1240,D,F,176,H,125
16372,2,3,1500,P,H,125,M,457
16372,2,4,1900,P,M,457,H,125
16372,5,1,645,P,H,125,S,176
16372,5,2,1240,P,S,176,H,125
16373,1,1,700,B,H,125,W,96
16373,1,2,1600,P,W,96,H,125
16373,2,1,800,B,H,125,O,396
16373,2,2,1230,B,O,396,H,125
16373,3,1,550,U,H,125,W,482
16373,3,2,1700,B,W,482,H,125
16373,4,1,655,S,H,125,S,124
16373,4,2,1230,S,S,124,H,125
16374,1,1,530,D,H,125,W,124
16374,1,2,1200,D,W,124,H,125
16374,1,3,1445,D,H,125,R,124
16374,1,4,1700,D,W,124,H,125
16374,2,1,1700,D,H,125,W,400
16374,2,2,1800,D,W,400,H,125
16374,2,3,1910,C,H,125,M,124
16374,2,4,1945,C,M,124,H,125
16375,1,1,830,P,H,706,W,603
16375,1,2,1545,P,W,603,M,585
16375,1,3,1630,P,M,585,H,706
